state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,vehicles_involved,vehicle_type,casualties,fatalities,weather,road_type,road_condition,lighting,traffic_control,speed_limit,driver_age,driver_gender,driver_license_status,alcohol_involvement,location_details,accident_id,month_num,hour,is_night,is_peak_hour,is_rainy,alcohol_flag,is_weekend,severity_binary
Himachal Pradesh,Unknown,2023,August,Saturday,6:12,Minor,2,Two-Wheeler,2,3,Foggy,National Highway,Dry,Daylight,Signs,49,64,Female,Valid,No,Bridge,792,8,6,0,0,0,0,1,0
Uttarakhand,Unknown,2021,December,Friday,16:30,Fatal,1,Pedestrian,7,1,Hazy,Urban Road,Dry,Daylight,Unknown,102,61,Female,Expired,Yes,Curve,793,12,16,0,0,0,1,0,1
Delhi,New Delhi,2018,October,Wednesday,1:9,Serious,3,Cycle,4,4,Hazy,State Highway,Damaged,Dusk,Signals,111,22,Male,Unknown,Yes,Bridge,794,10,1,1,0,0,1,0,1
Tamil Nadu,Madurai,2020,December,Wednesday,10:20,Serious,3,Two-Wheeler,10,2,Stormy,Urban Road,Damaged,Dark,Signals,90,54,Male,Valid,No,Curve,795,12,10,0,1,0,0,0,1
Sikkim,Unknown,2022,January,Sunday,17:3,Serious,4,Pedestrian,9,5,Hazy,State Highway,Wet,Dark,Unknown,90,42,Female,Unknown,No,Straight Road,796,1,17,0,1,0,0,1,1
Sikkim,Unknown,2022,July,Wednesday,18:2,Serious,2,Truck,8,1,Clear,Urban Road,Dry,Dark,Unknown,78,22,Male,Valid,No,Curve,797,7,18,0,1,0,0,0,1
Maharashtra,Pune,2021,April,Thursday,1:39,Fatal,2,Cycle,10,1,Hazy,National Highway,Damaged,Dawn,Unknown,112,55,Female,Unknown,Yes,Straight Road,798,4,1,1,0,0,1,0,1
Goa,Unknown,2018,June,Friday,11:11,Minor,3,Pedestrian,4,2,Stormy,Urban Road,Under Construction,Dark,Signals,46,36,Male,Unknown,No,Intersection,799,6,11,0,0,0,0,0,0
Andhra Pradesh,Tirupati,2023,August,Thursday,18:8,Serious,4,Bus,1,1,Stormy,Village Road,Dry,Dawn,Signs,45,53,Female,Expired,No,Bridge,800,8,18,0,1,0,0,0,1
Puducherry,Unknown,2022,July,Friday,19:23,Minor,1,Truck,9,0,Foggy,Village Road,Dry,Dawn,Signals,78,40,Male,Expired,Yes,Intersection,801,7,19,0,1,0,1,0,0
Meghalaya,Unknown,2020,March,Thursday,19:29,Serious,1,Two-Wheeler,10,2,Foggy,State Highway,Under Construction,Dark,Unknown,119,27,Female,Expired,Yes,Curve,802,3,19,0,1,0,1,0,1
Telangana,Unknown,2023,November,Thursday,0:7,Serious,5,Pedestrian,6,3,Rainy,Urban Road,Wet,Dusk,Police Checkpost,37,60,Female,Unknown,Yes,Curve,803,11,0,1,0,1,1,0,1
Tamil Nadu,Madurai,2020,June,Saturday,21:55,Serious,1,Truck,3,1,Foggy,Urban Road,Wet,Daylight,Unknown,58,70,Male,Unknown,Yes,Straight Road,804,6,21,1,0,0,1,1,1
Mizoram,Unknown,2020,July,Wednesday,23:44,Serious,1,Cycle,7,4,Rainy,State Highway,Wet,Dark,Signals,109,60,Male,Valid,No,Curve,805,7,23,1,0,1,0,0,1
Andhra Pradesh,Visakhapatnam,2018,December,Friday,0:27,Minor,4,Auto-Rickshaw,1,5,Foggy,Village Road,Wet,Dark,Signals,86,51,Female,Valid,Yes,Straight Road,806,12,0,1,0,0,1,0,0
Uttar Pradesh,Varanasi,2023,July,Saturday,8:58,Minor,1,Pedestrian,1,3,Foggy,Urban Road,Wet,Dawn,Unknown,30,59,Male,Valid,Yes,Bridge,807,7,8,0,1,0,1,1,0
Chandigarh,Unknown,2018,April,Wednesday,9:55,Minor,5,Pedestrian,9,2,Foggy,Urban Road,Damaged,Daylight,Unknown,81,54,Male,Unknown,No,Straight Road,808,4,9,0,1,0,0,0,0
Mizoram,Unknown,2023,February,Sunday,16:59,Minor,2,Bus,2,2,Foggy,Urban Road,Damaged,Dusk,Police Checkpost,56,60,Female,Unknown,Yes,Curve,809,2,16,0,0,0,1,1,0
Odisha,Unknown,2022,September,Tuesday,8:8,Fatal,4,Car,6,3,Rainy,Urban Road,Wet,Daylight,Signs,53,40,Female,Unknown,Yes,Bridge,810,9,8,0,1,1,1,0,1
Telangana,Unknown,2018,December,Sunday,18:0,Minor,3,Bus,8,2,Clear,State Highway,Under Construction,Daylight,Unknown,114,46,Female,Expired,Yes,Intersection,811,12,18,0,1,0,1,1,0
Karnataka,Bangalore,2021,October,Friday,13:8,Minor,1,Pedestrian,2,3,Stormy,Urban Road,Dry,Dawn,Signs,97,37,Male,Expired,No,Straight Road,812,10,13,0,0,0,0,0,0
Chhattisgarh,Unknown,2022,January,Saturday,16:40,Serious,1,Car,8,2,Hazy,Village Road,Wet,Dawn,Unknown,109,51,Female,Expired,No,Intersection,813,1,16,0,0,0,0,1,1
Kerala,Unknown,2023,July,Saturday,7:11,Serious,4,Cycle,2,0,Rainy,National Highway,Dry,Dawn,Unknown,96,66,Male,Unknown,Yes,Curve,814,7,7,0,0,1,1,1,1
Madhya Pradesh,Unknown,2018,August,Thursday,11:19,Minor,4,Cycle,0,4,Hazy,Urban Road,Dry,Daylight,Signals,46,63,Female,Valid,Yes,Bridge,815,8,11,0,0,0,1,0,0
Delhi,Rohini,2018,May,Saturday,19:26,Serious,4,Bus,0,1,Rainy,State Highway,Wet,Daylight,Signs,30,52,Female,Unknown,Yes,Bridge,816,5,19,0,1,1,1,1,1
Puducherry,Unknown,2023,February,Saturday,23:48,Minor,3,Two-Wheeler,6,5,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,55,68,Female,Valid,No,Bridge,817,2,23,1,0,0,0,1,0
Gujarat,Vadodara,2021,April,Sunday,21:9,Fatal,3,Cycle,3,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,47,49,Female,Unknown,Yes,Straight Road,818,4,21,1,0,0,1,1,1
Delhi,Dwarka,2021,October,Wednesday,5:12,Serious,5,Two-Wheeler,8,4,Foggy,Village Road,Damaged,Daylight,Unknown,72,19,Female,Expired,No,Intersection,819,10,5,1,0,0,0,0,1
West Bengal,Siliguri,2022,March,Sunday,7:43,Minor,5,Pedestrian,6,0,Rainy,Village Road,Under Construction,Dark,Signals,41,43,Male,Expired,Yes,Curve,820,3,7,0,0,1,1,1,0
West Bengal,Kolkata,2020,April,Thursday,7:27,Minor,3,Two-Wheeler,8,0,Hazy,National Highway,Damaged,Dark,Police Checkpost,77,39,Female,Valid,No,Bridge,821,4,7,0,0,0,0,0,0
Bihar,Unknown,2023,December,Monday,1:50,Serious,2,Bus,10,1,Hazy,State Highway,Wet,Dusk,Signs,116,55,Male,Unknown,No,Intersection,822,12,1,1,0,0,0,0,1
Maharashtra,Pune,2022,April,Monday,17:33,Minor,3,Pedestrian,7,1,Rainy,State Highway,Wet,Dark,Police Checkpost,78,42,Male,Valid,Yes,Intersection,823,4,17,0,1,1,1,0,0
Mizoram,Unknown,2023,April,Sunday,23:14,Fatal,1,Two-Wheeler,4,5,Stormy,National Highway,Dry,Dawn,Police Checkpost,46,66,Female,Valid,Yes,Bridge,824,4,23,1,0,0,1,1,1
Jharkhand,Unknown,2020,August,Thursday,0:49,Minor,1,Bus,1,0,Stormy,Urban Road,Under Construction,Daylight,Unknown,86,53,Female,Expired,Yes,Bridge,825,8,0,1,0,0,1,0,0
Jammu and Kashmir,Unknown,2020,March,Monday,6:1,Minor,3,Bus,2,1,Hazy,National Highway,Dry,Daylight,Signals,87,61,Female,Unknown,Yes,Intersection,826,3,6,0,0,0,1,0,0
Arunachal Pradesh,Unknown,2020,July,Friday,13:31,Minor,4,Car,8,2,Clear,Urban Road,Damaged,Dawn,Signals,110,70,Male,Valid,No,Intersection,827,7,13,0,0,0,0,0,0
Bihar,Unknown,2020,December,Monday,5:34,Serious,5,Cycle,4,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,43,40,Female,Expired,No,Curve,828,12,5,1,0,0,0,0,1
Rajasthan,Udaipur,2023,June,Tuesday,7:25,Fatal,4,Cycle,5,2,Foggy,Urban Road,Dry,Dawn,Unknown,64,67,Male,Valid,No,Bridge,829,6,7,0,0,0,0,0,1
Gujarat,Ahmedabad,2022,December,Friday,11:41,Fatal,3,Auto-Rickshaw,3,2,Foggy,Urban Road,Damaged,Dark,Signals,117,57,Female,Expired,Yes,Curve,830,12,11,0,0,0,1,0,1
Maharashtra,Pune,2019,February,Saturday,17:31,Minor,5,Car,10,2,Rainy,National Highway,Under Construction,Daylight,Unknown,60,38,Female,Expired,No,Intersection,831,2,17,0,1,1,0,1,0
Gujarat,Surat,2021,June,Saturday,1:42,Fatal,3,Two-Wheeler,9,0,Clear,Urban Road,Wet,Dawn,Unknown,37,63,Female,Expired,No,Bridge,832,6,1,1,0,0,0,1,1
West Bengal,Kolkata,2021,December,Thursday,8:32,Serious,4,Truck,5,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,100,61,Male,Expired,No,Curve,833,12,8,0,1,0,0,0,1
Maharashtra,Pune,2022,February,Wednesday,11:27,Fatal,5,Car,6,2,Stormy,State Highway,Wet,Dawn,Unknown,44,36,Female,Expired,Yes,Intersection,834,2,11,0,0,0,1,0,1
Meghalaya,Unknown,2021,November,Wednesday,19:51,Fatal,3,Truck,0,3,Rainy,State Highway,Dry,Dark,Signals,98,24,Female,Unknown,No,Straight Road,835,11,19,0,1,1,0,0,1
Tamil Nadu,Madurai,2020,January,Thursday,19:22,Minor,1,Pedestrian,2,2,Hazy,Village Road,Dry,Dark,Unknown,114,64,Female,Unknown,Yes,Straight Road,836,1,19,0,1,0,1,0,0
Andhra Pradesh,Visakhapatnam,2020,December,Thursday,9:48,Minor,4,Auto-Rickshaw,10,1,Stormy,State Highway,Wet,Daylight,Unknown,80,40,Male,Unknown,Yes,Bridge,837,12,9,0,1,0,1,0,0
Goa,Unknown,2019,November,Wednesday,21:30,Serious,3,Car,8,2,Stormy,State Highway,Wet,Daylight,Unknown,114,33,Female,Valid,No,Bridge,838,11,21,1,0,0,0,0,1
Puducherry,Unknown,2021,March,Thursday,11:52,Minor,5,Two-Wheeler,2,5,Hazy,State Highway,Damaged,Dusk,Signs,30,27,Female,Valid,Yes,Curve,839,3,11,0,0,0,1,0,0
Punjab,Unknown,2022,November,Tuesday,9:44,Fatal,2,Two-Wheeler,7,0,Foggy,State Highway,Damaged,Dawn,Unknown,94,22,Male,Expired,Yes,Bridge,840,11,9,0,1,0,1,0,1
Jharkhand,Unknown,2020,June,Thursday,22:16,Serious,1,Bus,8,2,Foggy,Village Road,Dry,Dark,Unknown,120,56,Male,Valid,No,Straight Road,841,6,22,1,0,0,0,0,1
Odisha,Unknown,2019,September,Monday,16:12,Serious,4,Bus,6,5,Hazy,Urban Road,Under Construction,Daylight,Signs,44,68,Female,Expired,Yes,Straight Road,842,9,16,0,0,0,1,0,1
Telangana,Unknown,2022,March,Sunday,9:30,Serious,3,Auto-Rickshaw,10,2,Stormy,Village Road,Dry,Dawn,Signs,82,60,Male,Unknown,No,Bridge,843,3,9,0,1,0,0,1,1
Goa,Unknown,2019,April,Thursday,5:36,Fatal,1,Pedestrian,0,1,Hazy,National Highway,Wet,Dusk,Signals,106,36,Female,Valid,Yes,Bridge,844,4,5,1,0,0,1,0,1
Kerala,Unknown,2019,March,Friday,15:33,Minor,2,Pedestrian,7,5,Rainy,National Highway,Dry,Dusk,Unknown,38,46,Female,Unknown,Yes,Bridge,845,3,15,0,0,1,1,0,0
Odisha,Unknown,2018,March,Monday,5:31,Minor,3,Car,1,1,Clear,Urban Road,Under Construction,Daylight,Signals,33,62,Male,Valid,No,Bridge,846,3,5,1,0,0,0,0,0
Tamil Nadu,Coimbatore,2020,December,Saturday,13:54,Fatal,3,Bus,8,4,Hazy,Village Road,Damaged,Dusk,Unknown,80,68,Male,Valid,Yes,Curve,847,12,13,0,0,0,1,1,1
Andhra Pradesh,Visakhapatnam,2022,November,Tuesday,13:7,Fatal,5,Auto-Rickshaw,10,5,Stormy,State Highway,Under Construction,Dark,Signs,105,35,Female,Valid,No,Intersection,848,11,13,0,0,0,0,0,1
Kerala,Unknown,2018,October,Wednesday,14:56,Serious,2,Truck,8,2,Foggy,Village Road,Dry,Dusk,Unknown,101,62,Male,Unknown,Yes,Curve,849,10,14,0,0,0,1,0,1
Andhra Pradesh,Tirupati,2021,April,Monday,6:26,Minor,5,Pedestrian,4,4,Stormy,Village Road,Under Construction,Daylight,Signs,106,36,Female,Expired,No,Intersection,850,4,6,0,0,0,0,0,0
Nagaland,Unknown,2021,August,Sunday,16:13,Minor,5,Bus,1,2,Hazy,State Highway,Damaged,Dark,Signs,55,24,Male,Unknown,No,Straight Road,851,8,16,0,0,0,0,1,0
Goa,Unknown,2021,September,Sunday,7:29,Minor,5,Auto-Rickshaw,8,5,Clear,State Highway,Wet,Dark,Signals,36,33,Male,Unknown,No,Curve,852,9,7,0,0,0,0,1,0
Tamil Nadu,Coimbatore,2021,April,Monday,11:23,Minor,2,Truck,7,0,Stormy,Urban Road,Wet,Dusk,Unknown,30,39,Female,Valid,No,Straight Road,853,4,11,0,0,0,0,0,0
Chhattisgarh,Unknown,2020,April,Tuesday,2:23,Minor,3,Car,5,4,Rainy,State Highway,Wet,Daylight,Signs,49,50,Female,Expired,Yes,Intersection,854,4,2,1,0,1,1,0,0
Arunachal Pradesh,Unknown,2023,May,Friday,8:34,Minor,1,Pedestrian,2,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,77,66,Male,Unknown,Yes,Straight Road,855,5,8,0,1,1,1,0,0
Sikkim,Unknown,2018,October,Saturday,13:27,Fatal,2,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,81,68,Female,Unknown,Yes,Bridge,856,10,13,0,0,0,1,1,1
Mizoram,Unknown,2020,February,Thursday,20:53,Minor,4,Cycle,3,2,Rainy,State Highway,Under Construction,Daylight,Signs,83,48,Female,Valid,No,Intersection,857,2,20,1,0,1,0,0,0
Delhi,Rohini,2020,March,Saturday,15:3,Serious,3,Auto-Rickshaw,1,5,Clear,State Highway,Dry,Dawn,Signals,97,46,Female,Unknown,No,Straight Road,858,3,15,0,0,0,0,1,1
Telangana,Unknown,2022,March,Sunday,16:33,Minor,1,Pedestrian,6,2,Hazy,Urban Road,Dry,Dusk,Signs,76,18,Female,Expired,No,Straight Road,859,3,16,0,0,0,0,1,0
Arunachal Pradesh,Unknown,2019,November,Sunday,20:56,Serious,2,Pedestrian,3,2,Clear,National Highway,Wet,Daylight,Signals,50,54,Male,Expired,Yes,Bridge,860,11,20,1,0,0,1,1,1
Uttar Pradesh,Lucknow,2020,November,Tuesday,8:12,Minor,1,Pedestrian,9,4,Clear,Village Road,Dry,Daylight,Signs,75,61,Male,Valid,No,Curve,861,11,8,0,1,0,0,0,0
Jharkhand,Unknown,2021,May,Monday,2:14,Serious,3,Truck,3,4,Stormy,Urban Road,Wet,Dawn,Signs,75,68,Female,Unknown,No,Straight Road,862,5,2,1,0,0,0,0,1
Sikkim,Unknown,2023,October,Sunday,6:39,Minor,3,Auto-Rickshaw,1,2,Rainy,State Highway,Dry,Dark,Police Checkpost,58,67,Male,Unknown,No,Bridge,863,10,6,0,0,1,0,1,0
Assam,Unknown,2020,March,Tuesday,3:5,Minor,5,Pedestrian,2,2,Stormy,National Highway,Damaged,Dawn,Police Checkpost,45,30,Female,Unknown,Yes,Straight Road,864,3,3,1,0,0,1,0,0
Kerala,Unknown,2023,February,Sunday,19:40,Fatal,3,Two-Wheeler,0,1,Hazy,Village Road,Wet,Dark,Unknown,75,63,Male,Expired,Yes,Curve,865,2,19,0,1,0,1,1,1
Uttar Pradesh,Varanasi,2022,September,Saturday,15:44,Serious,2,Cycle,0,0,Clear,National Highway,Dry,Dark,Unknown,92,40,Female,Valid,Yes,Curve,866,9,15,0,0,0,1,1,1
Karnataka,Bangalore,2022,December,Thursday,20:14,Minor,1,Two-Wheeler,5,3,Stormy,Village Road,Wet,Dusk,Unknown,76,42,Male,Unknown,No,Bridge,867,12,20,1,0,0,0,0,0
Puducherry,Unknown,2021,August,Saturday,11:52,Minor,5,Pedestrian,4,4,Stormy,Village Road,Wet,Dawn,Signs,100,40,Female,Expired,Yes,Bridge,868,8,11,0,0,0,1,1,0
Telangana,Unknown,2023,May,Monday,13:6,Serious,1,Auto-Rickshaw,3,5,Rainy,Village Road,Damaged,Dark,Police Checkpost,55,45,Female,Expired,Yes,Bridge,869,5,13,0,0,1,1,0,1
Kerala,Unknown,2020,February,Monday,8:52,Fatal,2,Bus,2,2,Stormy,National Highway,Under Construction,Dawn,Unknown,105,32,Female,Valid,No,Intersection,870,2,8,0,1,0,0,0,1
Gujarat,Surat,2022,March,Monday,16:36,Minor,5,Two-Wheeler,6,2,Hazy,National Highway,Wet,Dark,Signals,100,26,Female,Expired,No,Straight Road,871,3,16,0,0,0,0,0,0
Odisha,Unknown,2021,June,Thursday,16:41,Serious,5,Bus,5,2,Rainy,Urban Road,Under Construction,Daylight,Unknown,82,70,Female,Expired,Yes,Curve,872,6,16,0,0,1,1,0,1
Delhi,Dwarka,2023,October,Tuesday,0:28,Serious,1,Car,10,5,Hazy,Village Road,Damaged,Daylight,Police Checkpost,115,56,Female,Unknown,Yes,Intersection,873,10,0,1,0,0,1,0,1
Goa,Unknown,2020,February,Saturday,8:30,Fatal,5,Auto-Rickshaw,9,3,Rainy,Urban Road,Dry,Dawn,Signs,114,57,Female,Valid,No,Straight Road,874,2,8,0,1,1,0,1,1
Gujarat,Surat,2018,April,Saturday,6:18,Minor,3,Bus,1,5,Stormy,State Highway,Under Construction,Dark,Signs,31,40,Male,Valid,Yes,Curve,875,4,6,0,0,0,1,1,0
Nagaland,Unknown,2019,March,Saturday,2:10,Fatal,3,Cycle,8,0,Stormy,Village Road,Wet,Dark,Police Checkpost,46,62,Male,Expired,No,Curve,876,3,2,1,0,0,0,1,1
Gujarat,Surat,2022,January,Wednesday,21:10,Serious,4,Truck,6,1,Rainy,State Highway,Dry,Dawn,Signs,110,52,Male,Expired,Yes,Curve,877,1,21,1,0,1,1,0,1
Goa,Unknown,2018,June,Sunday,16:22,Fatal,1,Truck,3,1,Stormy,Village Road,Under Construction,Dawn,Signs,94,39,Female,Unknown,Yes,Straight Road,878,6,16,0,0,0,1,1,1
Mizoram,Unknown,2023,August,Monday,11:24,Fatal,1,Cycle,9,1,Clear,Urban Road,Wet,Dark,Signs,100,28,Female,Valid,Yes,Curve,879,8,11,0,0,0,1,0,1
Uttarakhand,Unknown,2018,June,Thursday,22:37,Serious,4,Auto-Rickshaw,9,0,Rainy,Village Road,Dry,Dark,Police Checkpost,102,50,Female,Expired,Yes,Straight Road,880,6,22,1,0,1,1,0,1
Madhya Pradesh,Unknown,2020,June,Tuesday,12:6,Serious,4,Cycle,10,2,Foggy,State Highway,Wet,Dark,Police Checkpost,97,42,Male,Valid,Yes,Curve,881,6,12,0,0,0,1,0,1
Meghalaya,Unknown,2022,October,Monday,11:32,Minor,5,Two-Wheeler,2,0,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,76,31,Female,Valid,Yes,Curve,882,10,11,0,0,0,1,0,0
Nagaland,Unknown,2020,July,Monday,6:13,Fatal,5,Auto-Rickshaw,5,0,Rainy,Urban Road,Under Construction,Dusk,Unknown,75,31,Female,Expired,Yes,Bridge,883,7,6,0,0,1,1,0,1
Delhi,Dwarka,2021,January,Friday,5:0,Minor,3,Pedestrian,8,5,Stormy,Village Road,Dry,Dark,Signs,49,64,Male,Valid,Yes,Straight Road,884,1,5,1,0,0,1,0,0
Delhi,Dwarka,2023,September,Saturday,14:20,Minor,3,Truck,10,0,Rainy,Urban Road,Dry,Dawn,Signals,113,65,Female,Expired,No,Straight Road,885,9,14,0,0,1,0,1,0
Punjab,Unknown,2020,May,Friday,23:17,Minor,2,Pedestrian,10,0,Hazy,State Highway,Wet,Dusk,Signs,61,61,Male,Unknown,Yes,Straight Road,886,5,23,1,0,0,1,0,0
Uttar Pradesh,Kanpur,2023,November,Wednesday,19:28,Minor,5,Truck,8,0,Rainy,Village Road,Wet,Dawn,Unknown,43,56,Male,Unknown,Yes,Straight Road,887,11,19,0,1,1,1,0,0
Delhi,New Delhi,2020,July,Friday,21:15,Serious,1,Car,8,0,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,81,68,Male,Expired,Yes,Straight Road,888,7,21,1,0,0,1,0,1
Madhya Pradesh,Unknown,2018,November,Friday,21:37,Fatal,2,Two-Wheeler,1,2,Hazy,State Highway,Wet,Dawn,Signs,41,38,Male,Valid,No,Intersection,889,11,21,1,0,0,0,0,1
Maharashtra,Nagpur,2022,March,Sunday,6:30,Serious,2,Truck,10,3,Clear,National Highway,Damaged,Dusk,Police Checkpost,86,58,Male,Valid,No,Curve,890,3,6,0,0,0,0,1,1
Assam,Unknown,2019,September,Tuesday,22:38,Serious,3,Bus,6,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,42,69,Male,Unknown,Yes,Intersection,891,9,22,1,0,1,1,0,1
Jharkhand,Unknown,2022,January,Friday,18:51,Minor,5,Pedestrian,10,4,Stormy,Village Road,Damaged,Dawn,Unknown,86,19,Male,Unknown,No,Bridge,892,1,18,0,1,0,0,0,0
Tamil Nadu,Madurai,2023,October,Monday,3:27,Fatal,5,Pedestrian,5,5,Foggy,Village Road,Wet,Dusk,Signs,99,20,Male,Valid,No,Intersection,893,10,3,1,0,0,0,0,1
Punjab,Unknown,2020,January,Tuesday,1:14,Minor,4,Truck,10,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,89,58,Female,Expired,No,Straight Road,894,1,1,1,0,0,0,0,0
Sikkim,Unknown,2020,January,Wednesday,17:33,Minor,1,Cycle,2,1,Stormy,State Highway,Under Construction,Daylight,Signs,89,54,Male,Expired,No,Straight Road,895,1,17,0,1,0,0,0,0
Tamil Nadu,Madurai,2023,November,Saturday,5:54,Minor,1,Auto-Rickshaw,10,1,Clear,State Highway,Damaged,Daylight,Signals,31,64,Male,Valid,Yes,Bridge,896,11,5,1,0,0,1,1,0
Delhi,New Delhi,2020,January,Wednesday,10:56,Fatal,4,Car,1,1,Rainy,Village Road,Wet,Dusk,Unknown,75,69,Female,Valid,No,Intersection,897,1,10,0,1,1,0,0,1
Meghalaya,Unknown,2019,October,Monday,19:31,Minor,3,Truck,10,0,Hazy,State Highway,Under Construction,Dawn,Signs,103,29,Female,Expired,No,Bridge,898,10,19,0,1,0,0,0,0
Goa,Unknown,2023,September,Wednesday,15:22,Serious,4,Car,6,3,Rainy,National Highway,Damaged,Dusk,Unknown,113,64,Male,Valid,Yes,Intersection,899,9,15,0,0,1,1,0,1
Punjab,Unknown,2021,February,Saturday,0:23,Fatal,4,Cycle,8,4,Hazy,Urban Road,Under Construction,Dusk,Signs,71,56,Male,Valid,No,Bridge,900,2,0,1,0,0,0,1,1
Arunachal Pradesh,Unknown,2018,December,Tuesday,11:57,Minor,2,Cycle,7,1,Rainy,Urban Road,Under Construction,Dusk,Signs,35,35,Female,Valid,Yes,Straight Road,901,12,11,0,0,1,1,0,0
Uttarakhand,Unknown,2023,August,Thursday,12:40,Minor,5,Pedestrian,0,5,Clear,State Highway,Under Construction,Dark,Signs,79,43,Male,Unknown,No,Straight Road,902,8,12,0,0,0,0,0,0
Mizoram,Unknown,2020,December,Tuesday,4:51,Fatal,3,Auto-Rickshaw,7,1,Hazy,State Highway,Damaged,Daylight,Police Checkpost,54,50,Female,Expired,Yes,Bridge,903,12,4,1,0,0,1,0,1
Himachal Pradesh,Unknown,2023,December,Saturday,2:42,Fatal,2,Auto-Rickshaw,2,1,Clear,National Highway,Under Construction,Daylight,Unknown,86,24,Female,Expired,Yes,Intersection,904,12,2,1,0,0,1,1,1
West Bengal,Kolkata,2021,March,Saturday,4:35,Minor,4,Cycle,10,2,Hazy,Village Road,Dry,Daylight,Unknown,32,68,Male,Expired,Yes,Curve,905,3,4,1,0,0,1,1,0
Nagaland,Unknown,2022,February,Monday,4:41,Minor,1,Cycle,8,0,Stormy,Urban Road,Damaged,Daylight,Signals,57,54,Male,Valid,Yes,Intersection,906,2,4,1,0,0,1,0,0
Puducherry,Unknown,2023,December,Monday,12:51,Minor,3,Cycle,7,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,104,64,Female,Expired,No,Curve,907,12,12,0,0,1,0,0,0
Andhra Pradesh,Visakhapatnam,2018,May,Tuesday,0:25,Minor,2,Bus,6,0,Foggy,Urban Road,Wet,Dark,Unknown,86,24,Female,Unknown,Yes,Straight Road,908,5,0,1,0,0,1,0,0
Assam,Unknown,2018,April,Friday,15:50,Serious,3,Pedestrian,4,0,Clear,Village Road,Under Construction,Dusk,Unknown,119,70,Male,Valid,Yes,Bridge,909,4,15,0,0,0,1,0,1
Madhya Pradesh,Unknown,2022,January,Sunday,6:48,Serious,3,Cycle,3,1,Hazy,Village Road,Damaged,Dusk,Signals,110,24,Male,Valid,No,Straight Road,910,1,6,0,0,0,0,1,1
Himachal Pradesh,Unknown,2021,May,Saturday,0:14,Serious,5,Auto-Rickshaw,5,3,Clear,National Highway,Damaged,Dawn,Signals,99,27,Male,Valid,Yes,Bridge,911,5,0,1,0,0,1,1,1
Jharkhand,Unknown,2020,August,Tuesday,19:14,Minor,3,Truck,10,2,Rainy,Urban Road,Damaged,Dark,Signs,79,37,Male,Unknown,Yes,Intersection,912,8,19,0,1,1,1,0,0
Odisha,Unknown,2019,May,Sunday,10:35,Minor,5,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,45,56,Male,Expired,Yes,Bridge,913,5,10,0,1,0,1,1,0
Odisha,Unknown,2018,January,Thursday,8:38,Fatal,4,Car,9,3,Rainy,State Highway,Damaged,Dawn,Signs,88,42,Female,Unknown,No,Bridge,914,1,8,0,1,1,0,0,1
Telangana,Unknown,2021,July,Wednesday,21:54,Serious,3,Auto-Rickshaw,2,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,76,23,Male,Unknown,No,Intersection,915,7,21,1,0,0,0,0,1
Tripura,Unknown,2021,April,Wednesday,1:39,Minor,3,Truck,7,5,Rainy,State Highway,Wet,Dark,Police Checkpost,81,58,Male,Expired,No,Straight Road,916,4,1,1,0,1,0,0,0
Goa,Unknown,2018,July,Tuesday,12:16,Fatal,1,Bus,1,1,Hazy,Urban Road,Damaged,Daylight,Police Checkpost,98,52,Male,Expired,Yes,Intersection,917,7,12,0,0,0,1,0,1
Chhattisgarh,Unknown,2023,November,Thursday,11:52,Fatal,2,Car,3,3,Rainy,Urban Road,Under Construction,Dawn,Unknown,65,52,Male,Expired,Yes,Straight Road,918,11,11,0,0,1,1,0,1
Punjab,Unknown,2019,August,Wednesday,11:43,Fatal,2,Pedestrian,0,3,Rainy,Village Road,Wet,Dark,Police Checkpost,108,33,Female,Valid,Yes,Curve,919,8,11,0,0,1,1,0,1
Uttar Pradesh,Lucknow,2022,October,Wednesday,4:58,Serious,3,Two-Wheeler,8,5,Rainy,Village Road,Under Construction,Dusk,Unknown,112,24,Male,Valid,No,Curve,920,10,4,1,0,1,0,0,1
Telangana,Unknown,2022,April,Sunday,19:7,Fatal,2,Cycle,0,3,Clear,Village Road,Damaged,Dusk,Unknown,118,25,Female,Valid,Yes,Straight Road,921,4,19,0,1,0,1,1,1
Nagaland,Unknown,2023,February,Thursday,4:25,Serious,1,Bus,9,5,Clear,State Highway,Dry,Dark,Signals,81,46,Male,Expired,Yes,Curve,922,2,4,1,0,0,1,0,1
Kerala,Unknown,2019,January,Monday,17:2,Minor,4,Pedestrian,6,2,Stormy,Urban Road,Wet,Dusk,Signals,91,50,Female,Unknown,No,Bridge,923,1,17,0,1,0,0,0,0
